产品ID,产品名称,核算边界,碳足迹,企业名称,数据年份,数据类型,是否低碳
37115X0062022A,汽车钢化玻璃,摇篮到大门,18.46kgCO2e / 平方米,-,2022,文献数据,否
41223X0012022A,汽车钢板（短流程工艺，EAF）,摇篮到大门,1054.9kgCO2e / 公吨,-,2022,文献数据,否
41221X0012022A,汽车钢板（长流程工艺，BF-BOF）,摇篮到大门,2111.7kgCO2e / 公吨,-,2022,文献数据,否
21299X0012010A,沙丁鱼-欧洲,摇篮到大门,0.74kgCO2e / 千克,-,2010,文献数据,否
21221X0012011A,沙丁鱼-葡萄牙,摇篮到大门,0.36kgCO2e / 千克,-,2011,文献数据,否
12030X0012021A,沥青,摇篮到大门,39.21kgCO2e / 公吨,-,2021,文献数据,否
12030X0052017A,沥青,摇篮到坟墓,2.96tCO2e / 公吨,-,2017,文献数据,否
33500J0032014C,沥青,摇篮到坟墓,2.9575tCO2e / 公吨,-,2014,文献数据,否
15330X0012012A,沥青产品,摇篮到大门,2.957551tCO2e / 公吨,-,2012,文献数据,否
37930X0092021B,沥青基防水卷材,摇篮到大门,562kgCO2e / 平方米,-,2021,文献数据,否
37930X0082022B,沥青基防水卷材,摇篮到大门,3.45kgCO2e / 平方米,-,2022,文献数据,否
37930X0152022B,沥青基防水卷材,摇篮到大门,2.47kgCO2e / 平方米,-,2022,文献数据,否
37930X0102020B,沥青基防水卷材(无胎改性类),摇篮到大门,6.08kgCO2e / 平方米,-,2020,文献数据,否
37930X0142022B,沥青基防水卷材（无胎改性类）,摇篮到大门,4.29kgCO2e / 平方米,-,2022,文献数据,否
37930X0162021B,沥青基防水卷材（有胎改性类）,摇篮到大门,4.22kgCO2e / 平方米,-,2021,文献数据,否
37930X0132021B,沥青基防水卷材（有胎改性类）,摇篮到大门,7.51kgCO2e / 平方米,-,2021,文献数据,否
37930X0072020B,沥青基防水卷材（有胎改性类）,摇篮到大门,2.92kgCO2e / 平方米,-,2020,文献数据,否
35110X0412021B,沥青基防水卷材；高分子防水卷材；防水涂料,摇篮到大门,0.769kgCO2e / 平方米,-,2021,文献数据,否
33500J0012017A,沥青混合料,摇篮到坟墓,169.437kgCO2e / 立方米,-,2017,文献数据,否
17100G0172019A,河北2019年电网排放因子,摇篮到大门,1.0429tCO2e / 兆瓦时,-,2019,文献数据,否
10110A0182018A,河北造林,摇篮到坟墓,-515tCO2e / 平方千米,-,2018,文献数据,否
17100G0392019A,河南2019年电网排放因子,摇篮到大门,0.7353tCO2e / 兆瓦时,-,2019,文献数据,否
10110A0192018A,河南造林,摇篮到坟墓,-719tCO2e / 平方千米,-,2018,文献数据,否
21641X0012009A,油料作物,摇篮到坟墓,1.07kgCO2e / 千克,-,2009,文献数据,否
21641X0022017A,油料作物,摇篮到坟墓,1.39kgCO2e / 千克,-,2017,文献数据,否
01449X0012016A,油料作物,摇篮到大门,0.79kgCO2e / 千克,-,2016,文献数据,否
21691X0022023A,油料作物-中国,摇篮到大门,0.81kgCO2e / 千克,-,2023,文献数据,否
21492X0012022A,油桃,摇篮到坟墓,1.06kgCO2e / 千克,-,2022,文献数据,否
17100F0052023A,油棕干-生物燃料颗粒厂发电-马来西亚,摇篮到大门,318.5kgCO2e / 公吨·时,-,2023,文献数据,否
21700X0042020A,油炸油（16kg）,摇篮到坟墓,28kgCO2e / 箱,-,2020,文献数据,否
01219X0012010A,油菜,摇篮到大门,0.5kgCO2e / 千克,-,2010,文献数据,否
21641X0032013A,油菜籽,摇篮到大门,0.78kgCO2e / 千克,-,2013,文献数据,否
01443X0012011A,油菜籽-澳大利亚,摇篮到大门,0.29kgCO2e / 千克,-,2011,文献数据,否
35491X0032009A,油菜籽生物柴油,摇篮到大门,3.074tCO2e / 公吨,-,2009,文献数据,否
01443X0032015A,油菜籽（中国）,摇篮到大门,1kgCO2e / 千克,-,2015,文献数据,否
65212X0012018A,油轮运输,摇篮到坟墓,0.005kgCO2e / 公吨·公里,-,2018,文献数据,否
65219X0342018A,油轮（0-4999dwt）,摇篮到坟墓,14.19gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0362018A,油轮（10000-19999dwt）,摇篮到坟墓,13.28gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0412018A,油轮（120000-199999dwt）,摇篮到坟墓,2.38gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0372018A,油轮（20000-59999dwt）,摇篮到坟墓,6.18gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0402018A,油轮（200000以上dwt）,摇篮到坟墓,1.47gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0352018A,油轮（5000-9999dwt）,摇篮到坟墓,19.25gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0382018A,油轮（60000-79999dwt）,摇篮到坟墓,3.83gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0392018A,油轮（80000-119999dwt）,摇篮到坟墓,2.83gCO2e / 公吨·公里,-,2018,文献数据,否
37560X0012020A,泡沫轻质土,摇篮到大门,152.19kgCO2e / 立方米,-,2020,文献数据,否
11050X0012005A,泥炭,摇篮到坟墓,27gCO2e / 平方米,-,2005,文献数据,否
37990X0011995A,泥炭及泥炭产物,摇篮到大门,200kgCO2e / 平方米,-,1995,文献数据,否
88223X0022010A,泳衣,摇篮到大门,8.58tCO2e / 公吨,-,2010,文献数据,否
01253X0042010A,洋葱,摇篮到大门,0.5kgCO2e / 千克,-,2010,文献数据,否
01254X0012017A,洋葱,摇篮到坟墓,0.18kgCO2e / 千克,-,2017,文献数据,否
01253X0011999A,洋葱-丹麦,摇篮到大门,0.145kgCO2e / 千克,-,1999,文献数据,否
01253X0032003A,洋葱-日本,摇篮到坟墓,0.33kgCO2e / 千克,-,2003,文献数据,否
01253X0021999A,洋葱-瑞典,摇篮到大门,0.069kgCO2e / 千克,-,1999,文献数据,否
35322X0012021A,洗涤液,摇篮到大门,0.97kgCO2e / 千克,-,2021,文献数据,否
44816X0022013A,洗碗机,摇篮到坟墓,3672.49kgCO2e / 台,-,2013,文献数据,否
11020X0032011A,洗精煤,摇篮到坟墓,2.61tCO2e / 公吨,-,2011,文献数据,否
11040X0012006A,洗精煤-IPCC,摇篮到大门,2.6767kgCO2e / 千克,-,2006,文献数据,否
11040X0022014A,洗精煤-WSA,摇篮到大门,3.06kgCO2e / 千克,-,2014,文献数据,否
11040X0032015A,洗精煤-国标,摇篮到大门,2.2082kgCO2e / 千克,-,2015,文献数据,否
11040X0042013A,洗精煤-指南,摇篮到大门,2.2082kgCO2e / 千克,-,2013,文献数据,否
37210X0062022B,洗面器,摇篮到大门,1750kgCO2e / 公吨,-,2022,文献数据,否
01355X0012010A,浆果,摇篮到大门,1.5kgCO2e / 千克,-,2010,文献数据,否
21439X0102015A,浓缩果汁,摇篮到大门,1.37kgCO2e / 千克,-,2015,文献数据,否
35322X0272021A,浓缩洗涤液（47%活性物）,摇篮到坟墓,10.53kgCO2e / 千克,-,2021,文献数据,否
17100G0322019A,浙江2019年电网排放因子,摇篮到大门,0.5638tCO2e / 兆瓦时,-,2019,文献数据,否
10110A0202018A,浙江造林,摇篮到坟墓,-487tCO2e / 平方千米,-,2018,文献数据,否
37113X0012022B,浮法玻璃,摇篮到大门,1.36kgCO2e / 千克,-,2022,文献数据,否
17100D0062017A,海上风力发电机组，102.2MW,摇篮到坟墓,26.47gCO2e / 千瓦时,-,2017,文献数据,否
17100D0112021A,海上风电场,摇篮到坟墓,1.49gCO2e / 千瓦时,-,2021,文献数据,否
53262X0082016A,海上风电系统,摇篮到坟墓,1.49gCO2e / 千瓦时,-,2016,文献数据,否
17100G0502019A,海南2019年电网排放因子,摇篮到大门,0.4959tCO2e / 兆瓦时,-,2019,文献数据,否
10110A0212018A,海南造林,摇篮到坟墓,-153tCO2e / 平方千米,-,2018,文献数据,否
04292X0142023A,海水产品-中国,摇篮到大门,0.94kgCO2e / 千克,-,2023,文献数据,否
21221X0032003A,海鲈鱼-希腊,摇篮到大门,3.6kgCO2e / 千克,-,2003,文献数据,否
21242X0152008A,海鲈鱼-突尼斯,摇篮到大门,14.3kgCO2e / 千克,-,2008,文献数据,否
04291X0072008A,海鲈鱼-菲律宾,摇篮到大门,3.74kgCO2e / 千克,-,2008,文献数据,否
21299X0082010A,海鳗-西班牙,摇篮到大门,3.07kgCO2e / 千克,-,2010,文献数据,否
32191X0072016C,涂布白卡纸,大门到大门,888kgCO2e / 公吨,-,2016,文献数据,否
32153X0032014A,涂布白板纸,摇篮到大门,2.279kgCO2e / 千克,-,2014,文献数据,否
54750X0022002A,涂料,摇篮到大门,0.89kgCO2e / 千克,-,2002,文献数据,否
44216X0012017A,涂附磨具-砂轮,摇篮到坟墓,33.7kgCO2e / 公吨,-,2017,文献数据,否
15200X0032019C,消石灰,摇篮到大门,747kgCO2e / 公吨,-,2019,文献数据,否
26690X0012011A,涤棉染色织物,摇篮到大门,5.47tCO2e / 公吨,-,2011,文献数据,否
27140X0022012A,涤纶纺织品,摇篮到大门,25.7099kgCO2e / 千克,-,2012,文献数据,否
27997X0012012A,涤纶纺织品,摇篮到坟墓,25.7tCO2e / 公吨,-,2012,文献数据,否
28234X0052018A,涤纶连衣裙,摇篮到大门,45kgCO2e / 件,-,2018,文献数据,否
35550X0012012A,涤纶长丝织物,摇篮到大门,25.7tCO2e / 公吨,-,2012,文献数据,否
33380X0012021A,润滑剂,摇篮到大门,1.2kgCO2e / 千克,-,2021,文献数据,否
33380X0012015A,润滑油,摇篮到坟墓,5.26kgCO2e / 千克,-,2015,文献数据,否
12020X0102012A,液化天然气,摇篮到大门,2.61kgCO2e / 千克,-,2012,文献数据,否
49312X0022021A,液化天然气油轮平均,摇篮到大门,0.011548kgCO2e / 千米,-,2021,文献数据,否
65219X0292018A,液化气体运输船（0-49999cbm）,摇篮到坟墓,6.93gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0322018A,液化气体运输船（100000-199999cbm）,摇篮到坟墓,6.28gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0332018A,液化气体运输船（200000以上cbm）,摇篮到坟墓,5.73gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0302018A,液化气体运输船（50000-99999cbm）,摇篮到坟墓,5.21gCO2e / 公吨·公里,-,2018,文献数据,否
12020X0112012A,液化石油气,摇篮到坟墓,5.11kgCO2e / 千克,-,2012,文献数据,否
65119X0032021A,液化石油气货车平均,摇篮到大门,0.67659kgCO2e / 千米,-,2021,文献数据,否
49312X0032021A,液化石油气运输油轮平均,摇篮到大门,0.010382kgCO2e / 千米,-,2021,文献数据,否
22110X0052014A,液态奶,摇篮到大门,1.39kgCO2e / 千克,-,2014,文献数据,否
23996X0032019A,液态酵母-欧洲,摇篮到大门,0.5kgCO2e / 千克,-,2019,文献数据,否
01599X0022009A,淀粉根-中国,摇篮到大门,0.23kgCO2e / 千克,-,2009,文献数据,否
01599X0042009A,淀粉根-中国,摇篮到大门,0.2kgCO2e / 千克,-,2009,文献数据,否
01599X0032009A,淀粉根-全球平均,摇篮到大门,0.24kgCO2e / 千克,-,2009,文献数据,否
94110X0182011A,淀粉生产废水处理,摇篮到坟墓,49.13kgCO2e / 公吨,-,2011,文献数据,否
04292X0152023A,淡水产品-中国,摇篮到大门,1.05kgCO2e / 千克,-,2023,文献数据,否
37540X0012021A,混凝土,摇篮到大门,1331.76kgCO2e / 公吨,-,2021,文献数据,否
37540X0252018B,混凝土,摇篮到大门,455.87kgCO2e / 立方米,-,2018,文献数据,否
37540X0012004A,混凝土砌块,摇篮到大门,0.1tCO2e / 公吨,-,2004,文献数据,否
17100B0022017A,混凝土砌石双曲拱坝,摇篮到坟墓,13.05gCO2e / 千瓦时,-,2017,文献数据,否
00000X0012019C,混凝土砖,摇篮到大门,336kgCO2e / 立方米,-,2019,文献数据,否
17100B0032014A,混凝土重力坝,摇篮到坟墓,14.09gCO2e / 千瓦时,-,2014,文献数据,否
17100B0082017A,混凝土重力坝,摇篮到坟墓,6.32kgCO2e / 千瓦时,-,2017,文献数据,否
17100B0092012A,混凝土重力坝,摇篮到坟墓,47.3gCO2e / 千瓦时,-,2012,文献数据,否
17100B0102021A,混凝土重力坝,摇篮到坟墓,10.02gCO2e / 千瓦时,-,2021,文献数据,否
38590X0042018A,混合椅,摇篮到大门,7.8kgCO2e / 个,-,2018,文献数据,否
16190X0022018A,混合磷,摇篮到大门,304kgCO2e / 千克,-,2018,文献数据,否
42999X0012021A,混合罐,摇篮到大门,5268.56kgCO2e / 公吨,-,2021,文献数据,否
04292X0102015A,混合鱼,摇篮到大门,6.22kgCO2e / 千克,-,2015,文献数据,否
04292X0112015A,混合鱼,摇篮到大门,6.22kgCO2e / 千克,-,2015,文献数据,否
04291X0142010A,混合鱼-挪威,摇篮到大门,1.04kgCO2e / 千克,-,2010,文献数据,否
04291X0022010A,混合鱼类,摇篮到大门,2.13kgCO2e / 千克,-,2010,文献数据,否
35260X0012020B,清解退热颗粒,摇篮到大门,137.05kgCO2e / 件,-,2020,文献数据,否
65219X0842018A,渔船,摇篮到坟墓,40.14gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0452018A,渡船-仅乘客（0-299t）,摇篮到坟墓,1.95gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0472018A,渡船-仅乘客（1000-1999gt）,摇篮到坟墓,95.28gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0482018A,渡船-仅乘客（2000以上gt））,摇篮到坟墓,75.9gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0462018A,渡船-仅乘客（300-999gt））,摇篮到坟墓,289.93gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0552018A,渡轮-滚装/乘客(0-1999gt）,摇篮到坟墓,10.76gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0582018A,渡轮-滚装/乘客(10000-19999gt）,摇篮到坟墓,64.71gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0562018A,渡轮-滚装/乘客(2000-4999gt）,摇篮到坟墓,122.22gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0592018A,渡轮-滚装/乘客(20000以上gt）,摇篮到坟墓,59.03gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0572018A,渡轮-滚装/乘客5000-99999gt）,摇篮到坟墓,88.03gCO2e / 公吨·公里,-,2018,文献数据,否
64231X0032021A,渡轮乘客平均,摇篮到坟墓,0.11286kgCO2e / 人·千米,-,2021,文献数据,否
64231X0012021A,渡轮徒步乘客,摇篮到坟墓,0.01874kgCO2e / 人·千米,-,2021,文献数据,否
64231X0022019A,渡轮携车乘客,摇篮到坟墓,0.12952kgCO2e / 人·千米,-,2019,文献数据,否
65219X0492018A,游艇(0-1999gt),摇篮到坟墓,19.13gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0532018A,游艇(100000-149999gt),摇篮到坟墓,73.76gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0542018A,游艇(150000以上gt),摇篮到坟墓,59.47gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0502018A,游艇(2000-9999gt),摇篮到坟墓,188.83gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0522018A,游艇(60000-99999gt),摇篮到坟墓,82.26gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0512018A,游艇10000-59999gt),摇篮到坟墓,82.6gCO2e / 公吨·公里,-,2018,文献数据,否
64122X0012021A,游轮客运,摇篮到坟墓,0.146kgCO2e / 人·千米,-,2021,文献数据,否
17100G0402019A,湖北2019年电网排放因子,摇篮到大门,0.4197tCO2e / 兆瓦时,-,2019,文献数据,否
10110A0222018A,湖北造林,摇篮到坟墓,-390tCO2e / 平方千米,-,2018,文献数据,否
17100G0412019A,湖南2019年电网排放因子,摇篮到大门,0.5109tCO2e / 兆瓦时,-,2019,文献数据,否
10110A0232018A,湖南造林,摇篮到坟墓,-192tCO2e / 平方千米,-,2018,文献数据,否
53262X0042022A,溪洛渡水电站,摇篮到坟墓,3.8342kgCO2e / 兆瓦时,-,2022,文献数据,否
44812X0062017A,滚筒洗衣机,摇篮到坟墓,539kgCO2e / 台,-,2017,文献数据,否
66022X0032021A,滚装船,摇篮到坟墓,0.051659kgCO2e / 公吨·公里,-,2021,文献数据,否
65219X0642018A,滚装船(0-4999dwt）,摇篮到坟墓,45.93gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0652018A,滚装船(5000-9999dwt),摇篮到坟墓,27.91gCO2e / 公吨·公里,-,2018,文献数据,否
64232X0012021A,滚装船客运,摇篮到坟墓,0.17kgCO2e / 人·千米,-,2021,文献数据,否
65219X0662018A,滚装船（10000-14999dwt）,摇篮到坟墓,21.47gCO2e / 公吨·公里,-,2018,文献数据,否
65219X0672018A,滚装船（15000以上dwt）,摇篮到坟墓,11.53gCO2e / 公吨·公里,-,2018,文献数据,否
21181X0022003A,火腿颈肉,摇篮到大门,5.05kgCO2e / 千克,-,2003,文献数据,否
64210X0052023A,火车高铁,大门到坟墓,0.035463kgCO2e / 人·千米,-,2023,文献数据,否
21124X0012006A,火鸡肉,摇篮到大门,1.44kgCO2e / 千克,-,2006,文献数据,否
21124X0022009A,火鸡肉,摇篮到大门,3.76kgCO2e / 千克,-,2009,文献数据,否
33349X0022015A,灯用煤油,摇篮到坟墓,2.09kgCO2e / 千克,-,2015,文献数据,否
21299X0122010A,灰鲭鲨-西班牙,摇篮到大门,5.87kgCO2e / 千克,-,2010,文献数据,否
88539X0032011A,炭黑,摇篮到大门,2.12kgCO2e / 公吨,-,2011,文献数据,否
37320X0122021B,炻瓷砖,摇篮到大门,21.7kgCO2e / 平方米,-,2021,文献数据,否
37320X0132022B,炻瓷砖,摇篮到大门,20.5kgCO2e / 平方米,-,2022,文献数据,否
37320X0162021B,炻瓷砖,摇篮到大门,21.6kgCO2e / 平方米,-,2021,文献数据,否
37320X0172022B,炻瓷砖,摇篮到大门,17.8kgCO2e / 平方米,-,2022,文献数据,否
37540X0092022B,炻质砖,摇篮到大门,16.8kgCO2e / 平方米,-,2022,文献数据,否
22222X0012014A,炼乳,摇篮到大门,8.86kgCO2e / 千克,-,2014,文献数据,否
34740F0022021A,炼化一体化聚丙烯,摇篮到大门,968.54kgCO2e / 公吨,-,2021,文献数据,否
12020X0092012A,炼厂干气,摇篮到大门,3.04kgCO2e / 千克,-,2012,文献数据,否
33429B0022011A,炼厂煤气,摇篮到坟墓,3.04tCO2e / 立方米,-,2011,文献数据,否
33200X0022011A,炼焦油,摇篮到坟墓,2.6446tCO2e / 公吨,-,2011,文献数据,否
11010X0012014A,烟煤,摇篮到坟墓,2.1kgCO2e / 千克,-,2014,文献数据,否
11010X0042011A,烟煤,摇篮到坟墓,1.87tCO2e / 公吨,-,2011,文献数据,否
11010X0052006A,烟煤-IPCC,摇篮到大门,2.4407kgCO2e / 千克,-,2006,文献数据,否
11010X0062014A,烟煤-WSA,摇篮到大门,2.785kgCO2e / 千克,-,2014,文献数据,否
11010X0072015A,烟煤-国标,摇篮到大门,1.7417kgCO2e / 千克,-,2015,文献数据,否
11010X0082013A,烟煤-指南,摇篮到大门,1.7471kgCO2e / 千克,-,2013,文献数据,否
01970X0012020C,烟草,摇篮到大门,12630.03kgCO2e / 公顷,-,2020,文献数据,否
21691X0082021A,烤酥油(18L),摇篮到坟墓,26kgCO2e / 桶,-,2021,文献数据,否
21691X0072021A,烤酥油(2L),摇篮到坟墓,3kgCO2e / 瓶,-,2021,文献数据,否
34231H0012014A,烧碱（30%）,摇篮到大门,11.555kgCO2e / 千克,-,2014,文献数据,否
37540X0042020B,烧结多孔砖,摇篮到大门,152kgCO2e / 立方米,-,2020,文献数据,否
37320X0242021B,烧结类砌体材料,摇篮到大门,181kgCO2e / 立方米,-,2021,文献数据,否
42922X0012021B,烧结类砌体材料,摇篮到大门,149kgCO2e / 公吨,-,2021,文献数据,否
41601X0052021A,烧结钕铁硼磁性材料,摇篮到大门,52.41tCO2e / 公吨,-,2021,文献数据,否
41601X0082015A,烧结镁砂90(氧化镁质量分数＞90%),摇篮到大门,2.065tCO2e / 公吨,-,2015,文献数据,否
41601X0072015A,烧结镁砂94(氧化镁质量分数＞94%),摇篮到大门,2.70598tCO2e / 公吨,-,2015,文献数据,否
37320X0022017A,烧结页岩多孔保温砖,摇篮到坟墓,0.5kgCO2e / 块,-,2017,文献数据,否
37320X0032017A,烧结页岩空心砌块,摇篮到坟墓,49kgCO2e / 公吨,-,2017,文献数据,否
36114X0032021A,热固性塑料,摇篮到大门,4.57kgCO2e / 千克,-,2021,文献数据,否
36950X0012021A,热塑性塑料,摇篮到大门,3.96kgCO2e / 千克,-,2021,文献数据,否
36490X0062022A,热塑性淀粉一次性外卖餐盒,摇篮到坟墓,0.09884kgCO2e / 个,-,2022,文献数据,否
44812X0092017A,热泵烘干机（8公斤）,摇篮到坟墓,506kgCO2e / 台,-,2017,文献数据,否
41231X0022022B,热浸镀锌钢卷,摇篮到大门,3020kgCO2e / 公吨,-,2022,文献数据,否
17100C0082022A,热电联供核电厂供热,摇篮到大门,29gCO2e / 千瓦时,-,2022,文献数据,否
41242X0012012A,热轧卷,摇篮到大门,1.124tCO2e / 公吨,-,2012,文献数据,否
42190X0422022C,热轧型钢,摇篮到大门,2.05tCO2e / 公吨,-,2022,文献数据,否
41231X0122022B,热轧型钢,摇篮到大门,2050kgCO2e / 公吨,-,2022,文献数据,否
42190X0412022C,热轧带肋钢筋,摇篮到大门,2.07tCO2e / 公吨,-,2022,文献数据,否
42190X0432022C,热轧带肋钢筋,摇篮到大门,2.1tCO2e / 公吨,-,2022,文献数据,否
42190X0452021C,热轧带肋钢筋,摇篮到大门,3.69tCO2e / 公吨,-,2021,文献数据,否
41251X0102021B,热轧带肋钢筋,摇篮到大门,790kgCO2e / 公吨,-,2021,文献数据,否
41251X0112021B,热轧带肋钢筋,摇篮到大门,3690kgCO2e / 公吨,-,2021,文献数据,否
41251X0122021B,热轧带肋钢筋,摇篮到大门,1970kgCO2e / 公吨,-,2021,文献数据,否
41251X0132021B,热轧带肋钢筋,摇篮到大门,2140kgCO2e / 公吨,-,2021,文献数据,否
